"council","fmp","type","category","comm_name","species_orig","species","family"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Crown squirrelfish","Sargocentron diadema","Sargocentron diadema","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Peppered squirrelfish","Sargocentron punctatissimum","Sargocentron punctatissimum","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blue-lined squirrelfish","Sargocentron tiere","Sargocentron tiere","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Hawaiian squirrelfish","Sargocentron xantherythrum","Sargocentron xantherythrum","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Saber or long jaw
Squirrelfish","Sargocentron spiniferum","Sargocentron spiniferum","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Spotfin squirrelfish","Neoniphon spp.","Neoniphon spp.","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Hawaiian flag-tail","Kuhlia sandvicensis","Kuhlia sandvicensis","Kuhliidae (Flagtails)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Rudderfish","Kyphosus biggibus","Kyphosus bigibbus","Kyphosidae (Rudderfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Rudderfish","Kyphosus cinerascens","Kyphosus cinerascens","Kyphosidae (Rudderfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Rudderfish","Kyphosus vaigiensis","Kyphosus vaigiensis","Kyphosidae (Rudderfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Saddleback hogfish","Bodianus bilunulatus","Bodianus bilunulatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Ring-tailed wrasse","Oxycheilinus unifasciatus","Oxycheilinus unifasciatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Razor wrasse","Xyrichtys pavo","Iniistius pavo","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Cigar wrasse","Cheilio inermis","Cheilio inermis","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Surge wrasse","Thalassoma purpureum","Thalassoma purpureum","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Red ribbon wrasse","Thalassoma quinquevittatum","Thalassoma quinquevittatum","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Sunset wrasse","Thalassoma lutescens","Thalassoma lutescens","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Rockmover wrasse","Novaculichthys taeniourus","Novaculichthys taeniourus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellow goatfish","Mulloidichthys spp.","Mulloidichthys spp.","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Orange goatfish","Mulloidichthys pfleugeri","Mulloidichthys pfluegeri","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowfin goatfish","Mulloidichthys vanicolensis","Mulloidichthys vanicolensis","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowstripe goatfish","Mulloidichthys flavolineatus","Mulloidichthys flavolineatus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Banded goatfish","Parupeneus spp.","Parupeneus spp.","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Doublebar goatfish","Parupeneus bifasciatus","Parupeneus trifasciatus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowsaddle goatfish","Parupeneus cyclostomas","Parupeneus cyclostomus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Side-spot goatfish","Parupeneus pleurostigma","Parupeneus pleurostigma","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Multi-barred goatfish","Parupeneus multifaciatus","Parupeneus multifasciatus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bandtail goatfish","Upeneus arge","Upeneus taeniopterus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Stripped mullet","Mugil cephalus","Mugil cephalus","Mugilidae (Mullets)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","False mullet","Neomyxus leuciscus","Neomyxus leuciscus","Mugilidae (Mullets)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowmargin moray eel","Gymnothorax flavimarginatus","Gymnothorax flavimarginatus","Muraenidae (Moray eels)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Giant moray eel","Gymnothorax javanicus","Gymnothorax javanicus","Muraenidae (Moray eels)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Undulated moray eel","Gymnothorax undulatus","Gymnothorax undulatus","Muraenidae (Moray eels)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Dragon eel","Enchelycore pardalis","Enchelycore pardalis","Muraenidae (Moray eels)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Octopus","Octopus cyanea","Octopus cyanea","Octopodidae (Octopus)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Octopus","Octopus ornatus","Callistoctopus ornatus","Octopodidae (Octopus)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Threadfin","Polydactylus sexfilis","Polydactylus sexfilis","Polynemidae"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Glasseye","Heteropriacanthus cruentatus","Heteropriacanthus cruentatus","Priacanthidae (Big-eyes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bigeye","Priacanthus hamrur","Priacanthus hamrur","Priacanthidae (Big-eyes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Parrotfish","Scarus spp.","Scarus spp.","Scaridae (Parrotfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Stareye parrotfish","Calotomus carolinus","Calotomus carolinus","Scaridae (Parrotfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Heller’s barracuda","Sphyraena helleri","Sphyraena helleri","Sphyraenidae (Barracuda)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Great barracuda","Sphyraena barracuda","Sphyraena barracuda","Sphyraenidae (Barracuda)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Green snails turban shells","Turbo spp.","Turbo spp.","Turbinidae"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Moorish idol","Zanclus cornutus","Zanclus cornutus","Zanclidae"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Butterflyfish","Chaetodon auriga","Chaetodon auriga","Chaetodontidae"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Raccoon butterflyfish","Chaetodon lunula","Chaetodon lunula","Chaetodontidae"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Saddleback butterflyfish","Chaetodon ephippium","Chaetodon ephippium","Chaetodontidae"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Featherduster worm","Sabellidae","Sabellidae","Sabellidae"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Wrasses
(Those species not listed as chcrt)","Labridae","Labridae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sharks
(Those species not listed as chcrt)","Carcharhinidae, Sphyrnidae","Carcharhinidae, Sphyrnidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rays and skates","Dasyatididae, Myliobatidae","Dasyatididae, Myliobatidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Groupers, seabass
(Those species not listed as chcrt or in bmus)","Serrandiae","Serrandiae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Tilefishes","Malacanthidae","Malacanthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Jacks and scads
(Those species not listed as chcrt or in bmus)","Carangidae","Carangidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Solderfishes and squirrelfishes
(Those species not listed as chcrt)","Holocentridae","Holocentridae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Goatfishes
(Those species not listed as chcrt)","Mullidae","Mullidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Surgeonfishes
(Those species not listed as chcrt)","Acanthuridae","Acanthuridae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Remoras","Echeneidae","Echeneidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Eels
(Those species not listed as chcrt)","Muraenidae, Congridae, Ophichthidae","Muraenidae, Congridae, Ophichthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Cardinalfishes","Apogonidae","Apogonidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Herrings","Clupeidae","Clupeidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Anchovies","Engraulidae","Engraulidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Coral crouchers","Caracanthidae","Caracanthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Gobies","Gobiidae","Gobiidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Snappers
(Those species not listed as chcrt or in bmus)","Lutjanidae","Lutjanidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trumpetfish","Aulostomus chinensis","Aulostomus chinensis",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Cornetfish","Fistularia commersoni","Fistularia commersonii",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Moorish idols","Zanclidae","Zanclidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Butterflyfishes","Chaetodontidae","Chaetodontidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Angelfishes","Pomacanthidae","Pomacanthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Damselfishes","Pomacentridae","Pomacentridae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Scorpionfishes, lionfishes","Scorpaenidae","Scorpaenidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Blennies","Blenniidae","Blenniidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Barracudas
(Those species not listed as chcrt)","Sphyraenidae","Sphyraenidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sandperches","Pinguipedidae","Pinguipedidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Flounders and soles","Bothidae, Soleidae, Pleurnectidae","Bothidae, Soleidae, Pleurnectidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trunkfishes","Ostraciidae","Ostraciidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trigger fishes
(Those species not listed as chcrt)","Balistidae","Balistidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rudderfishes
(Those species not listed as chcrt)","Kyphosidae","Kyphosidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hawkfishes
(Those species not listed as chcrt)","Cirrhitidae","Cirrhitidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Puffer fishes and porcupine fishes","Tetradontidae","Tetradontidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Frogfishes","Antennariidae","Antennariidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Pipefishes and seahorses","Syngnathidae","Syngnathidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea cucumbers and sea urchins","Echinoderms","Echinoderms",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","(Those species not listed as chcrt)","Mollusca","Mollusca",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Ahermatypic corals","Azooxanthellates","Azooxanthellates",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Mushroom corals","Fungiidae","Fungiidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Small and large coral polyps","Fungiidae","Fungiidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Soft corals and gorgonians","Fungiidae","Fungiidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Anemones","Actinaria","Actinaria",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Soft zoanthid corals","Zoanthinaria","Zoanthinaria",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hydroid corals","Solanderidae","Solanderidae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Lace corals","Stylasteridae","Stylasteridae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Lobsters, shrimps,
Mantis shrimps, true crabs and hermit crabs
(Those species not listed as cmus)","Crustaceans","Crustaceans",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hydrozoans and bryzoans","Hydrozoans, Bryzoans","Hydrozoans, Bryzoans",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Black lipped pearl oyster","Pinctada margaritifera","Pinctada margaritifera",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Other clams","Other bivalves","Other bivalves",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea squirts","Tunicates","Tunicates",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sponges","Porifera","Porifera",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Octopi","Cephalopods","Cephalopods",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea snails","Gastropoda","Gastropoda",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea slugs","Opistobranchs","Opistobranchs",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Seaweed","Algae","Algae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Live rock","Live rock","Live rock",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Segmented worms
(Those species not listed as chcrt)","Annelids","Annelids",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Tunas","Albacore","Thunnus alalunga","Thunnus alalunga",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Tunas","Bigeye tuna","Thunnus obesus","Thunnus obesus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Tunas","Yellowfin tuna","Thunnus albacares","Thunnus albacares",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Tunas","Northern bluefin tuna","Thunnus thynnus","Thunnus thynnus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Tunas","Skipjack tuna","Katsuwonus pelamis","Katsuwonus pelamis",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Tunas","Kawakawa","Euthynnus affinis","Euthynnus affinis",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Tunas","Other tuna relatives","Auxis spp., Scomber spp., Allothunus spp.","Auxis spp., Scomber spp., Allothunus spp.",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Billfishes","Striped marlin","Tetrapturus audax","Kajikia audax",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Billfishes","Shortbill spearfish","Tetrapturus angustirostris","Tetrapturus angustirostris",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Billfishes","Swordfish","Xiphias gladius","Xiphias gladius",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Billfishes","Sailfish","Istiophorus platypterus","Istiophorus platypterus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Billfishes","Blue marlin","Makaira mazara","Makaira mazara",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Billfishes","Black marlin","Makaira indica","Istiompax indica",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Pelagic thresher shark","Alopias pelagicus","Alopias pelagicus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Bigeye thresher shark","Alopias superciliousus","Alopias superciliosus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Common thresher
Shark","Alopias vulpinus","Alopias vulpinus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Silky shark","Carcharhinus falciformis","Carcharhinus falciformis",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Oceanic whitetip shark","Carcharhinus longimanus","Carcharhinus longimanus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Other pelagics","Mahimahi (dolphinfish)","Coryphaena spp.","Coryphaena spp.",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Other pelagics","Moonfish","Lampris spp.","Lampris spp.",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Other pelagics","Wahoo","Acanthocybium solandri","Acanthocybium solandri",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Other pelagics","Oilfish family","Gempylidae","Gempylidae",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Other pelagics","Pomfret family","Bramidae","Bramidae",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Blue shark","Prionace glauca","Prionace glauca",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Shortfin mako shark","Isurus oxyrinchus","Isurus oxyrinchus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Longfin mako shark","Isurus paucus","Isurus paucus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Sharks","Salmon shark","Lamna ditropis","Lamna ditropis",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Squids","Neon flying squid","Ommastrephes bartamii","Ommastrephes bartramii",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Squids","Diamondback squid","Thysanoteuthis rhombus","Thysanoteuthis rhombus",NA
"WPFMC","Fishery Ecosystem Plan for Pacific Pelagic Fisheries of the Western Pacific Region","Target","Squids","Purple flying squid","Sthenoteuthis oualaniensis","Sthenoteuthis oualaniensis",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Red snapper/silvermouth","Aphareus rutilans","Aphareus rutilans",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Gray snapper/jobfish","Aprion virescens","Aprion virescens",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Giant trevally/jack","Caranx ignobilis","Caranx ignobilis",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Black trevally/jack","Caranx lugubris","Caranx lugubris",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Blacktip grouper","Epinephelus fasciatus","Epinephelus fasciatus",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Lunartail grouper","Variola louti","Variola louti",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Red snapper","Etelis carbunculus","Etelis carbunculus",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Target","Bottomfish MUs","Red snapper","Etelis coruscans","Etelis coruscans",NA
