0,Species,genus,devPA,devBiom,Region,RCP,Uncert.,Shift,sd_shift,%Hab.,sd_hab
918,modiolus,modiolus,0.19,0.91,EBS,85,low,194.4,55.6,-91.7,14.9
919,molpadia,intermedia,0.23,0.31,GOA,26,low,88.4,56.7,6,11
920,molpadia,intermedia,0.23,0.31,GOA,85,medium,401.7,238.5,22.5,21.1
921,monacanthus,ciliatus,0.56,0.9,SEUS,26,high,39.1,75.1,1392.7,2385.8
922,monacanthus,ciliatus,0.56,0.9,SEUS,85,medium,349.6,267.5,70402.9,96375.3
923,monacanthus,ciliatus,0.56,0.9,GMEX,26,low,25.6,20.6,119.6,127.4
924,monacanthus,ciliatus,0.56,0.9,GMEX,85,low,117.1,65.5,551.6,580.4
925,moreiradromia,antillensis,0.48,0.91,GMEX,26,medium,28.3,27.1,87.9,101.3
926,moreiradromia,antillensis,0.48,0.91,GMEX,85,medium,123.8,91.2,115,245.4
927,morone,saxatilis,0.36,0.89,NEUS,26,medium,73,91.9,309.8,707.1
928,morone,saxatilis,0.36,0.89,NEUS,85,high,362.5,503.3,3176.3,7799.3
929,mullus,auratus,0.38,0.87,SEUS,26,high,41.7,64.3,560.1,1059.1
930,mullus,auratus,0.38,0.87,SEUS,85,medium,294.9,156.1,6925,6478.8
931,mullus,auratus,0.38,0.87,GMEX,26,medium,47.1,54.3,68.6,72.9
932,mullus,auratus,0.38,0.87,GMEX,85,high,72.6,102.6,469.9,445.3
933,musculus,discors,0.25,0.95,EBS,26,medium,76.7,47.8,-20.4,108.5
934,musculus,discors,0.25,0.95,EBS,85,medium,170.7,85.4,-98.8,2.7
935,mustelus,canis,0.42,0.88,SEUS,26,medium,126.4,94.8,-16,27.5
936,mustelus,canis,0.42,0.88,SEUS,85,low,474.9,156.5,74.3,106.3
937,mustelus,canis,0.42,0.88,GMEX,26,low,50.3,32.8,-8.9,9.6
938,mustelus,canis,0.42,0.88,GMEX,85,low,89.4,60.2,53.1,41.7
939,mycale,loveni,0.32,0.77,EBS,26,low,157.5,101.3,-40.5,48.5
940,mycale,loveni,0.32,0.77,EBS,85,low,462.5,210,-95.9,9.5
941,myliobatis,freminvillii,0.49,0.96,SEUS,26,low,34.7,32.7,-6.9,11.8
942,myliobatis,freminvillii,0.49,0.96,SEUS,85,low,607,296.9,-6.6,48.3
943,myliobatis,freminvillii,0.49,0.96,GMEX,26,low,71.7,54.4,-34.8,23.5
944,myliobatis,freminvillii,0.49,0.96,GMEX,85,high,198.9,113.9,-95.5,7.8
945,myoxocephalus,octodecemspinosus,0.41,0.84,East_canada,26,low,144.7,89.1,-4.6,11.8
946,myoxocephalus,octodecemspinosus,0.41,0.84,East_canada,85,low,525.6,141.9,-45,29
947,myoxocephalus,scorpius,0.42,0.96,East_canada,26,high,63.7,49.9,-22.1,24.1
948,myoxocephalus,scorpius,0.42,0.96,East_canada,85,medium,257.5,174.1,-59.7,36.2
949,myxine,glutinosa,0.27,0.81,East_canada,26,low,88.2,68.3,21,23.1
950,myxine,glutinosa,0.27,0.81,East_canada,85,low,541.6,222.3,25.3,47.2
951,myxoderma,platyacanthum,0.43,0.94,GOA,26,medium,177.3,111.1,25.3,29.8
952,myxoderma,platyacanthum,0.43,0.94,GOA,85,high,404.3,272.1,143.5,102.7
953,nearchaster,aciculosus,0.52,0.81,West_USA,26,high,331.5,199.6,17.6,53.7
954,nearchaster,aciculosus,0.52,0.81,West_USA,85,low,1033.8,387.1,718.8,545.1
955,nemichthys,scolopaceus,0.4,0.86,East_canada,26,medium,144.4,101.1,8.9,16.9
956,nemichthys,scolopaceus,0.4,0.86,East_canada,85,low,474,161.1,3.4,32.8
957,neomerinthe,hemingwayi,0.36,0.88,SEUS,26,medium,24.7,21,177.7,140.7
958,neomerinthe,hemingwayi,0.36,0.88,SEUS,85,low,77.2,36.1,4275.5,2373.9
959,neomerinthe,hemingwayi,0.36,0.88,GMEX,26,low,17.9,12,115.7,98.9
960,neomerinthe,hemingwayi,0.36,0.88,GMEX,85,low,38,19.6,3927.5,2983.3
961,neptunea,amianta,0.37,0.19,EBS,26,low,150.4,98.6,-11.1,8
962,neptunea,amianta,0.37,0.19,EBS,85,low,387.8,120.9,-48,15.4
963,neptunea,borealis,0.37,0.92,EBS,26,low,46.7,31,-31.4,44.1
964,neptunea,borealis,0.37,0.92,EBS,85,low,157,71,-93.6,10
965,neptunea,heros,0.57,0.94,EBS,26,low,67.8,57.7,-29.9,43.7
966,neptunea,heros,0.57,0.94,EBS,85,low,221,97.5,-92.5,12.9
967,neptunea,lyrata,0.43,0.9,EBS,26,medium,95,83.7,-25.5,58.8
968,neptunea,lyrata,0.43,0.9,EBS,85,medium,217.4,50.3,-88.9,23.7
969,neptunea,pribiloffensis,0.56,0.92,EBS,26,low,51.1,31.5,-31.9,51.5
970,neptunea,pribiloffensis,0.56,0.92,EBS,85,low,143.2,48.7,-92.4,15.9
971,neptunea,ventricosa,0.53,0.97,EBS,26,medium,87.1,61.9,-18.6,117.7
972,neptunea,ventricosa,0.53,0.97,EBS,85,medium,165.4,98.4,-99,2.2
973,nezumia,bairdii,0.63,85,East_canada,26,medium,130.8,104.9,12.9,14.7
974,nezumia,bairdii,0.63,85,East_canada,85,low,364.6,152.9,6.8,46.4
975,nezumia,liolepis,0.5,85,West_USA,26,high,183,242,31.3,49.2
976,nezumia,liolepis,0.5,85,West_USA,85,medium,1130.8,591.5,749.2,551.8
977,nezumia,stelgidolepis,0.38,0.89,West_USA,26,high,103.9,134.5,34.5,29.3
978,nezumia,stelgidolepis,0.38,0.89,West_USA,85,medium,283.3,225.4,260.4,167
979,occella,dodecaedron,0.44,0.92,EBS,26,low,37.4,35.8,-25.9,37.6
980,occella,dodecaedron,0.44,0.92,EBS,85,medium,181.8,126.2,-91.5,10.2
981,octopoteuthis,deletron,0.5,0.96,GOA,26,medium,296,289.2,0.5,18.8
982,octopoteuthis,deletron,0.5,0.96,GOA,85,medium,1490.8,384.8,72.3,51.6
983,octopus,californicus,0.47,0.98,West_USA,26,medium,310.7,277.8,48.7,52.2
984,octopus,californicus,0.47,0.98,West_USA,85,low,1241.1,356.3,239.9,141.5
985,ogcocephalus,declivirostris,0.36,0.91,GMEX,26,high,53.7,55.5,21.4,40.3
986,ogcocephalus,declivirostris,0.36,0.91,GMEX,85,low,210.1,136.7,-20.2,66.5
987,ogcocephalus,parvus,0.31,0.96,SEUS,26,low,89.9,78.1,209.6,214.6
988,ogcocephalus,parvus,0.31,0.96,SEUS,85,low,281.9,163.5,2156.3,1942.5
989,ogcocephalus,parvus,0.31,0.96,GMEX,26,medium,66.9,72.2,-4.4,21.1
990,ogcocephalus,parvus,0.31,0.96,GMEX,85,medium,283.3,141.9,-77,25.8
991,ogcocephalus,radiatus,0.27,0.88,GMEX,26,medium,6,3.5,23.6,22
992,ogcocephalus,radiatus,0.27,0.88,GMEX,85,medium,15.6,10,273.1,97.4
993,oncorhynchus,keta,0.18,0.75,EBS,26,low,86.1,58.8,-5.2,23.6
994,oncorhynchus,keta,0.18,0.75,EBS,85,medium,313.5,164.9,-43.3,74.7
995,oncorhynchus,tshawytscha,0.23,0.05,EBS,26,low,54.3,45.5,6.9,6.1
996,oncorhynchus,tshawytscha,0.23,0.05,EBS,85,low,229.9,49.2,10.7,18
997,ophidion,grayi,0.22,0.88,SEUS,26,high,86.4,86.1,312.1,368.9
998,ophidion,grayi,0.22,0.88,SEUS,85,low,289,144,10748.3,13151.8
999,ophidion,grayi,0.22,0.88,GMEX,26,medium,44.3,46.9,20,35.8
1000,ophidion,grayi,0.22,0.88,GMEX,85,low,268.2,144.6,-59.7,43.9
1001,ophidion,holbrookii,0.37,0.93,SEUS,26,high,82.3,91.2,269,297.4
1002,ophidion,holbrookii,0.37,0.93,SEUS,85,low,309.4,165.8,8567.6,8573.6
1003,ophidion,holbrookii,0.37,0.93,GMEX,26,medium,24.5,24.6,34.2,44.4
1004,ophidion,holbrookii,0.37,0.93,GMEX,85,low,89.2,52.6,3.8,88.5
1005,ophidion,marginatum,0.3,0.78,SEUS,26,medium,27.3,28.8,7.9,8.9
1006,ophidion,marginatum,0.3,0.78,SEUS,85,low,399.7,166.2,40.2,37.9
1007,ophidion,marginatum,0.3,0.78,GMEX,26,low,23.4,20.4,-23.7,13.4
1008,ophidion,marginatum,0.3,0.78,GMEX,85,medium,55.3,39.1,-76.4,8.1
1009,ophidion,welshi,0.31,0.88,SEUS,26,high,48.9,82.5,233.7,248.7
1010,ophidion,welshi,0.31,0.88,SEUS,85,low,294.6,151.4,4441.6,7667.3
1011,ophidion,welshi,0.31,0.88,GMEX,26,medium,36.6,45.6,38.4,32
1012,ophidion,welshi,0.31,0.88,GMEX,85,low,182.5,116.6,16.8,56.9
1013,ophiodon,elongatus,0.4,0.91,GOA,26,low,385.9,295.8,27.4,37.9
1014,ophiodon,elongatus,0.4,0.91,GOA,85,low,1574.8,333.7,134.7,83.9
1015,ophiolepis,elegans,0.33,0.87,GMEX,26,medium,54.6,54.5,50.4,59
1016,ophiolepis,elegans,0.33,0.87,GMEX,85,medium,219,146.9,7.6,109.4
1017,ophiopholis,aculeata,0.23,0.76,EBS,26,low,66.7,46.2,-46.4,35.2
1018,ophiopholis,aculeata,0.23,0.76,EBS,85,low,143.8,48.9,-96.4,8.3
1019,opisthonema,oglinum,0.48,0.96,SEUS,26,low,13.5,9.1,7.3,11.1
1020,opisthonema,oglinum,0.48,0.96,SEUS,85,medium,136,135.1,59,48.3
1021,opisthonema,oglinum,0.48,0.96,GMEX,26,low,11.8,6.7,5.2,7.1
1022,opisthonema,oglinum,0.48,0.96,GMEX,85,medium,32.8,18.6,4.1,18.8
1023,opisthoteuthis,californiana,0.32,0.92,West_USA,26,medium,345.2,373.5,12.3,13.7
1024,opisthoteuthis,californiana,0.32,0.92,West_USA,85,low,1771.7,410.9,50.6,36.6
1025,oregonia,gracilis,0.2,0.18,EBS,26,low,41.2,35.6,12.7,23.2
1026,oregonia,gracilis,0.2,0.18,EBS,85,low,167.7,70.5,45.2,39.4
1027,orthasterias,koehleri,0.16,0.19,EBS,26,low,63.2,42.3,3.1,12.2
1028,orthasterias,koehleri,0.16,0.19,EBS,85,low,223.2,55.6,-22.9,20
1029,orthopristis,chrysoptera,0.42,0.95,SEUS,26,low,27.6,26.6,-13.5,15.4
1030,orthopristis,chrysoptera,0.42,0.95,SEUS,85,medium,394.7,258.1,-54.9,16.3
1031,orthopristis,chrysoptera,0.42,0.95,GMEX,26,medium,17.9,22.6,-14,11.8
1032,orthopristis,chrysoptera,0.42,0.95,GMEX,85,high,43.5,41,-34.1,13.5
1033,ovalipes,floridaus,0.31,85,GMEX,26,medium,42.1,31.8,176.3,187.6
1034,ovalipes,floridaus,0.31,85,GMEX,85,high,73.1,64.1,9245.1,9954.5
1035,ovalipes,ocellatus,0.36,0.82,SEUS,26,low,182.6,146.7,37.1,61.3
1036,ovalipes,ocellatus,0.36,0.82,SEUS,85,low,638.2,161.2,218.4,235.2
1037,ovalipes,stephensoni,0.53,0.89,SEUS,26,low,13.2,11.6,20.6,27.2
1038,ovalipes,stephensoni,0.53,0.89,SEUS,85,medium,105.9,101.4,-20.8,46.6
1039,ovalipes,stephensoni,0.53,0.89,GMEX,26,medium,53.6,42,-27.7,20.9
1040,ovalipes,stephensoni,0.53,0.89,GMEX,85,medium,147.9,55,-91.6,11.1
1041,pagrus,pagrus,0.4,0.87,SEUS,26,medium,9.1,11.9,514.3,623.8
1042,pagrus,pagrus,0.4,0.87,SEUS,85,medium,47.1,45.1,23662.4,18074.5
1043,pagrus,pagrus,0.4,0.87,GMEX,26,high,16.8,10.8,183.4,180.9
1044,pagrus,pagrus,0.4,0.87,GMEX,85,medium,31.7,24.5,10745.9,12338.2
1045,pagurus,aleuticus,0.32,0.86,EBS,26,low,74.6,62,-19.5,51.6
1046,pagurus,aleuticus,0.32,0.86,EBS,85,low,189.1,65.7,-80.9,39.2
1047,pagurus,capillatus,0.23,0.86,EBS,26,low,76.6,51.6,-32.1,53.3
1048,pagurus,capillatus,0.23,0.86,EBS,85,low,190,64.2,-94.8,10.2
1049,pagurus,confragosus,0.25,0.84,EBS,26,low,62.3,50.6,-21.8,59.4
1050,pagurus,confragosus,0.25,0.84,EBS,85,low,157.1,43,-88.3,27.8
1051,pagurus,kennerlyi,0.28,0.93,EBS,26,low,94.2,68.4,-24.1,41.4
1052,pagurus,kennerlyi,0.28,0.93,EBS,85,low,265.6,62.7,-81.3,32.1
1053,pagurus,ochotensis,0.45,0.95,EBS,26,medium,37.6,30.9,-5.9,107.7
1054,pagurus,ochotensis,0.45,0.95,EBS,85,medium,93,32.3,-96.8,4.7
1055,pagurus,pollicaris,0.48,0.94,SEUS,26,low,21.6,19.6,98.1,113.3
1056,pagurus,pollicaris,0.48,0.94,SEUS,85,low,57.9,20.6,652,597.1
1057,pagurus,pollicaris,0.48,0.94,GMEX,26,medium,21,19.5,18,14.2
1058,pagurus,pollicaris,0.48,0.94,GMEX,85,high,48.7,24.2,36.9,37.2
1059,pagurus,rathbuni,0.46,0.95,EBS,26,low,49.4,32,-35.1,55
1060,pagurus,rathbuni,0.46,0.95,EBS,85,low,122.6,45.3,-95.5,8.6
1061,pagurus,trigonocheirus,0.32,0.89,EBS,26,low,84,61.8,-35.7,52.6
1062,pagurus,trigonocheirus,0.32,0.89,EBS,85,low,178.9,86.6,-95.3,10.4
1063,pandalopsis,ampla,0.51,0.95,West_USA,26,high,355.3,264.3,28.6,64.6
1064,pandalopsis,ampla,0.51,0.95,West_USA,85,medium,1920.1,722,546.1,480.9
1065,pandalopsis,dispar,0.38,0.2,GOA,26,low,157.9,121.3,28.7,21.8
1066,pandalopsis,dispar,0.38,0.2,GOA,85,low,576.9,270.6,136.9,63.7
1067,pandalus,borealis,0.51,85,East_canada,26,low,145.9,88,-2.1,16.1
1068,pandalus,borealis,0.51,85,East_canada,85,low,351.4,126.4,-49.6,38.2
1069,pandalus,eous,0.28,0.81,EBS,26,medium,39.8,49.9,-42.5,34.4
1070,pandalus,eous,0.28,0.81,EBS,85,low,151.1,46.4,-91.9,15.4
1071,pandalus,goniurus,0.33,0.89,EBS,26,high,116.1,94.3,75.5,218.4
1072,pandalus,goniurus,0.33,0.89,EBS,85,high,328.4,284.3,-48.7,82.6
1073,pandalus,jordani,0.26,0.17,GOA,26,low,248.9,168.6,18.7,13.2
1074,pandalus,jordani,0.26,0.17,GOA,85,low,918.9,162.2,42.9,35.5
1075,pandalus,montagui,0.48,85,East_canada,26,low,137.9,83.4,-11.2,23.7
1076,pandalus,montagui,0.48,85,East_canada,85,low,263.7,123.7,-69.4,29.5
1077,pandalus,platyceros,0.25,0.92,West_USA,26,low,170.7,137.6,27.1,19.3
1078,pandalus,platyceros,0.25,0.92,West_USA,85,low,600.2,237.4,138.8,64.8
1079,pandalus,tridens,0.24,0.09,EBS,26,low,57.5,28,-14.3,15.5
1080,pandalus,tridens,0.24,0.09,EBS,85,low,134.4,40.7,-60.6,13.7
1081,pannychia,moseleyi,0.34,0.91,West_USA,26,low,214.4,171.9,24.5,32.3
1082,pannychia,moseleyi,0.34,0.91,West_USA,85,medium,802.6,296.9,103.5,69.2
1083,paractinostola,faeculenta,0.59,0.92,GOA,26,low,241.8,201.2,11.8,22.1
1084,paractinostola,faeculenta,0.59,0.92,GOA,85,medium,1169.1,335.5,71.9,58
1085,paralichthys,albigutta,0.33,0.96,SEUS,26,medium,59.2,77,-18.2,14.7
1086,paralichthys,albigutta,0.33,0.96,SEUS,85,high,451.4,408.7,-21.3,32.2
1087,paralichthys,albigutta,0.33,0.96,GMEX,26,medium,20.7,23.9,-10.1,13.4
1088,paralichthys,albigutta,0.33,0.96,GMEX,85,high,76,38,-18.3,27.5
1089,paralichthys,dentatus,0.46,85,NEUS,26,high,52.9,74.6,63.6,77.9
1090,paralichthys,dentatus,0.46,85,NEUS,85,high,137.8,153.3,277.2,243.7
1091,paralichthys,lethostigma,0.3,0.97,SEUS,26,low,17.3,14.4,20.2,15.1
1092,paralichthys,lethostigma,0.3,0.97,SEUS,85,high,150.1,214.1,125.2,70.5
1093,paralichthys,lethostigma,0.3,0.97,GMEX,26,low,18.5,10.7,0.6,3.9
1094,paralichthys,lethostigma,0.3,0.97,GMEX,85,low,41,28.9,12.2,10.7
1095,paralichthys,squamilentus,0.23,0.96,SEUS,26,low,44.1,30.9,79.9,55.3
1096,paralichthys,squamilentus,0.23,0.96,SEUS,85,low,144,92.9,1045.3,478.4
1097,paralichthys,squamilentus,0.23,0.96,GMEX,26,low,14.3,10.1,34.5,33.1
1098,paralichthys,squamilentus,0.23,0.96,GMEX,85,low,46.8,25,498.2,262.3
1099,paralithodes,camtschaticus,0.52,0.96,EBS,26,medium,100.6,82.5,134.4,543.7
1100,paralithodes,camtschaticus,0.52,0.96,EBS,85,low,213.2,84.5,-99,1.8
1101,paralithodes,platypus,0.39,0.92,EBS,26,low,42.5,26.3,-32.3,32.1
1102,paralithodes,platypus,0.39,0.92,EBS,85,low,150.4,73.7,-90.7,12.6
1103,paralomis,multispina,0.46,0.76,West_USA,26,high,268.5,269.8,20.9,43.1
1104,paralomis,multispina,0.46,0.76,West_USA,85,medium,1284.6,613.8,760.2,658.8
1105,parapasiphaea,sulifrons,0.57,0.91,East_canada,26,low,160.6,118,-0.2,20.7
1106,parapasiphaea,sulifrons,0.57,0.91,East_canada,85,low,424.6,188.9,6.3,34
1107,parapenaeus,politus,0.37,0.89,GMEX,26,medium,27.7,22.8,87.2,82.7
1108,parapenaeus,politus,0.37,0.89,GMEX,85,medium,49.2,33.5,763,496.1
1109,parastichopus,californicus,0.35,0.9,West_USA,26,high,493.4,498.1,68.3,87.9
1110,parastichopus,californicus,0.35,0.9,West_USA,85,low,1611.3,528.5,392.8,275.8
1111,pareques,iwamotoi,0.35,0.92,GMEX,26,medium,56.5,60.1,56.1,67.9
1112,pareques,iwamotoi,0.35,0.92,GMEX,85,low,182.6,116.8,69,153.1
1113,pareques,umbrosus,0.33,0.96,SEUS,26,medium,41.1,42.3,143,126.7
1114,pareques,umbrosus,0.33,0.96,SEUS,85,medium,93.5,61.7,981.2,757.7
1115,pareques,umbrosus,0.33,0.96,GMEX,26,medium,20.9,24.8,3.5,10
1116,pareques,umbrosus,0.33,0.96,GMEX,85,low,49.6,41.2,-11.7,23.8
1117,parmaturus,xaniurus,0.48,0.93,West_USA,26,medium,319.6,308.6,18.1,48.4
1118,parmaturus,xaniurus,0.48,0.93,West_USA,85,low,1422.8,524,27.7,85.9
1119,parophrys,vetulus,0.53,0.88,West_USA,26,low,270.7,208.4,36.6,26
1120,parophrys,vetulus,0.53,0.88,West_USA,85,low,1276.1,346.1,158,71.6
1121,parthenopoides,massena,0.35,0.9,GMEX,26,medium,53.7,64.7,19.9,46.2
1122,parthenopoides,massena,0.35,0.9,GMEX,85,medium,316.9,165.7,-69,38.8
1123,pasiphaea,multidentata,0.34,0.81,NEUS,26,low,151.9,130.2,21.9,63.2
1124,pasiphaea,multidentata,0.34,0.81,NEUS,85,low,759.8,215.7,16,114.4
1125,pasiphaea,pacifica,0.29,0.14,GOA,26,low,142.7,105.2,15.8,16.2
1126,pasiphaea,pacifica,0.29,0.14,GOA,85,low,619.9,189.7,80,34
1127,pasiphaea,tarda,0.51,0.93,West_USA,26,medium,239.5,167,32.8,39.5
1128,pasiphaea,tarda,0.51,0.93,West_USA,85,high,715.1,378.9,607.6,404.6
1129,patinopecten,caurinus,0.23,0.13,GOA,26,low,170.5,92.3,31.7,25.9
1130,patinopecten,caurinus,0.23,0.13,GOA,85,low,574.1,147.2,214.1,93
1131,peprilus,burti,0.56,0.88,GMEX,26,low,2,1.4,27.2,34.9
1132,peprilus,burti,0.56,0.88,GMEX,85,low,3.6,2.6,19.5,68.9
1133,peprilus,paru,0.49,0.95,SEUS,26,medium,16.7,12.5,0.3,10.6
1134,peprilus,paru,0.49,0.95,SEUS,85,medium,138.4,107.2,20.3,32.5
1135,peprilus,paru,0.49,0.95,GMEX,26,low,16.5,8.9,2.9,5.1
1136,peprilus,paru,0.49,0.95,GMEX,85,medium,22.1,10.3,1.8,13
1137,peprilus,simillimus,0.47,0.94,West_USA,26,low,216.3,163.7,96.9,105.3
1138,peprilus,simillimus,0.47,0.94,West_USA,85,low,880.5,324.8,781.2,675.2
1139,peprilus,triacanthus,0.48,0.39,NEUS,26,medium,137.5,115.4,29.7,27.1
1140,peprilus,triacanthus,0.48,0.39,NEUS,85,medium,346.1,252.7,212.2,105.6
1141,peprilus,triacanthus,0.48,0.39,GMEX,26,low,16.9,16.2,1,8.4
1142,peprilus,triacanthus,0.48,0.39,GMEX,85,low,37.6,21.1,72.8,45.4
1143,periphylla,periphylla,0.32,0.78,West_USA,26,high,282.8,194.5,14.5,36.9
1144,periphylla,periphylla,0.32,0.78,West_USA,85,medium,481.8,375.4,270.2,160.2
1145,peristedion,miniatum,0.41,0.7,NEUS,26,low,103.6,96.5,81,82.1
1146,peristedion,miniatum,0.41,0.7,NEUS,85,medium,467.6,356.8,528.6,479.3
1147,peristedion,miniatum,0.41,0.7,GMEX,26,medium,125.9,112.8,-69.7,16.3
1148,peristedion,miniatum,0.41,0.7,GMEX,85,high,159.9,87.5,-99.4,0.5
1149,persephona,mediterranea,0.36,0.93,SEUS,26,low,20.1,14.7,75.6,89.2
1150,persephona,mediterranea,0.36,0.93,SEUS,85,medium,65.3,31.4,314.1,330
1151,persephona,mediterranea,0.36,0.93,GMEX,26,low,29.4,23.3,16.2,14.1
1152,persephona,mediterranea,0.36,0.93,GMEX,85,medium,55.8,29.8,13.6,27.9
1153,petrochirus,diogenes,0.22,0.95,SEUS,26,medium,15.5,10.3,99.7,85.6
1154,petrochirus,diogenes,0.22,0.95,SEUS,85,medium,43.4,22.2,1493.6,771.7
1155,petrochirus,diogenes,0.22,0.95,GMEX,26,medium,18.3,10.6,53.6,45.8
1156,petrochirus,diogenes,0.22,0.95,GMEX,85,medium,30,12.4,699.9,383.6
1157,phycis,chesteri,0.43,0.83,East_canada,26,low,87.8,57,10.2,15.1
1158,phycis,chesteri,0.43,0.83,East_canada,85,medium,361,230.1,0.2,26.6
1159,pilumnus,sayi,0.34,0.95,SEUS,26,low,43.4,29.9,85.3,64.9
1160,pilumnus,sayi,0.34,0.95,SEUS,85,low,147.1,75.3,684.3,518.7
1161,pilumnus,sayi,0.34,0.95,GMEX,26,medium,21.4,13.7,32.9,27
1162,pilumnus,sayi,0.34,0.95,GMEX,85,high,56.4,28.9,145.5,84.7
1163,pisaster,brevispinus,0.43,0.97,GOA,26,low,350.3,250.5,27.3,20
1164,pisaster,brevispinus,0.43,0.97,GOA,85,low,1523.6,265.5,172,86.2
1165,pitar,cordatus,0.36,0.92,GMEX,26,medium,40.9,23.4,39.7,62.6
1166,pitar,cordatus,0.36,0.92,GMEX,85,low,126.2,90.1,64.6,111.9
1167,placopecten,magellanicus,0.31,0.79,NEUS,26,high,362.3,305.1,-7.1,31
1168,placopecten,magellanicus,0.31,0.79,NEUS,85,high,721.6,445.1,-38.3,32.8
1169,platichthys,stellatus,0.39,0.11,GOA,26,medium,172.8,141.6,28.2,33.3
1170,platichthys,stellatus,0.39,0.11,GOA,85,medium,737.3,412.5,132.2,126.4
1171,platymera,gaudichaudii,0.42,0.91,West_USA,26,low,173.8,111.1,34.3,22.5
1172,platymera,gaudichaudii,0.42,0.91,West_USA,85,low,815.4,376,143.2,113.5
1173,pleurobranchaea,californica,0.53,0.91,West_USA,26,low,231.6,165,38.9,35.3
1174,pleurobranchaea,californica,0.53,0.91,West_USA,85,low,996.6,354.4,149,123.5
1175,pleurogrammus,monopterygius,0.43,0.88,EBS,26,medium,140.7,100.6,-37,48.8
1176,pleurogrammus,monopterygius,0.43,0.88,EBS,85,low,284.2,97,-94.2,15.2
1177,pleuronectes,quadrituberculatus,0.7,0.95,EBS,26,medium,94.5,71.4,1.9,173.3
1178,pleuronectes,quadrituberculatus,0.7,0.95,EBS,85,medium,183,71.1,-97.5,5
1179,pleuronichthys,decurrens,0.46,0.97,West_USA,26,low,250.8,206.1,19.9,13.9
1180,pleuronichthys,decurrens,0.46,0.97,West_USA,85,low,1258.7,332.5,96.4,70.1
1181,pleuronichthys,verticalis,0.46,0.95,West_USA,26,low,98.8,90.8,69,39.3
1182,pleuronichthys,verticalis,0.46,0.95,West_USA,85,medium,659.7,367.1,321.6,224
1183,plicifusus,kroeyeri,0.35,0.97,EBS,26,low,63.5,41.4,-34.6,66.3
1184,plicifusus,kroeyeri,0.35,0.97,EBS,85,low,136.9,62.9,-97.3,5.8
1185,podochela,sidneyi,0.28,0.98,SEUS,26,medium,36.5,36,135.1,113.2
1186,podochela,sidneyi,0.28,0.98,SEUS,85,low,105,62,1141.1,653.3
1187,podochela,sidneyi,0.28,0.98,GMEX,26,high,14,12.6,21.4,17.9
1188,podochela,sidneyi,0.28,0.98,GMEX,85,high,28.9,23.9,123.2,44.8
1189,pododesmus,macrochisma,0.24,0.94,EBS,26,medium,90,58.7,-39.5,44.9
1190,pododesmus,macrochisma,0.24,0.94,EBS,85,low,197.6,89.2,-94.1,13.2
1191,podothecus,accipenserinus,0.59,0.28,EBS,26,low,23.6,14.5,-1.2,13.4
1192,podothecus,accipenserinus,0.59,0.28,EBS,85,low,86.8,25.8,-37.6,29.5
1193,pogonias,cromis,0.27,0.97,SEUS,26,medium,53.7,60.7,-4.7,9.1
1194,pogonias,cromis,0.27,0.97,SEUS,85,high,817.7,618,213.6,287.2
1195,pogonias,cromis,0.27,0.97,GMEX,26,low,10.3,8.7,-3.1,4.5
1196,pogonias,cromis,0.27,0.97,GMEX,85,low,25.3,14.8,-2.6,13.1
1197,pollachius,virens,0.39,0.9,East_canada,26,low,134.6,76,11.9,16
1198,pollachius,virens,0.39,0.9,East_canada,85,medium,566.6,312.8,-8.2,39.4
1199,polyacanthonotus,rissoanus,0.52,0.92,East_canada,26,low,145.5,88.2,5.3,15.2
1200,polyacanthonotus,rissoanus,0.52,0.92,East_canada,85,low,532,236.6,-8,34.1
1201,polydactylus,octoemus,0.35,0.86,GMEX,26,medium,21.1,15.2,42.8,31.5
1202,polydactylus,octoemus,0.35,0.86,GMEX,85,low,51.1,32,394.6,138.1
1203,polymixia,lowei,0.44,0.69,SEUS,26,medium,117.5,97.2,12.6,12.3
1204,polymixia,lowei,0.44,0.69,SEUS,85,medium,658.4,343.8,94,74.6
1205,polymixia,lowei,0.44,0.69,GMEX,26,low,101.6,62.6,-4,8.7
1206,polymixia,lowei,0.44,0.69,GMEX,85,low,177.5,75.9,-29.3,12
1207,polystira,albida,0.36,0.91,GMEX,26,high,49.7,29.9,40.1,52.2
1208,polystira,albida,0.36,0.91,GMEX,85,medium,106.9,97.7,55.4,117.3
1209,pomatomus,saltatrix,0.43,0.84,SEUS,26,low,148.5,132.2,21.9,90.7
1210,pomatomus,saltatrix,0.43,0.84,SEUS,85,low,582,226.4,358,299
1211,pomatomus,saltatrix,0.43,0.84,GMEX,26,medium,26.4,16.1,-26.2,15.3
1212,pomatomus,saltatrix,0.43,0.84,GMEX,85,low,73.7,44.9,-72,13.1
1213,pontinus,longispinis,0.44,0.87,SEUS,26,low,14.7,11.6,195.2,158.2
1214,pontinus,longispinis,0.44,0.87,SEUS,85,low,53.8,38.7,1174.6,837.5
1215,pontinus,longispinis,0.44,0.87,GMEX,26,low,41.7,39.5,29.9,29.1
1216,pontinus,longispinis,0.44,0.87,GMEX,85,low,118.1,59.5,54.6,56.5
1217,pontophilus,norvegicus,0.34,0.9,East_canada,26,low,81.3,52.7,10.3,14.1
1218,pontophilus,norvegicus,0.34,0.9,East_canada,85,medium,246.5,151.6,-5.8,18.8
